Nome do Município;ID_ESCOLA;Nome da Escola;Dependęncia Administrativa;G1;G2;G3;G4;G5;AFD_2023
Fortaleza;23233877;ESCOLA MUNICIPAL NOELZINDA SATIRO SANTIAGO;Municipal;;;;;;
Fortaleza;23234067;ESCOLA MUNICIPAL JONATHAN DA ROCHA ALCOFORADO;Municipal;87.9;0.0;3.3;0.0;8.8;89.55000000000001
Fortaleza;23234172;ESCOLA MUNICIPAL MONTEIRO LOBATO;Municipal;;;;;;
Fortaleza;23234300;ESCOLA MUNICIPAL DOM HELDER CAMARA;Municipal;;;;;;
Fortaleza;23234318;ESCOLA MUNICIPAL HERONDINA LIMA CAVALCANTE;Municipal;90.9;0.9;4.1;0.0;4.1;93.67
Fortaleza;23234407;ESCOLA MUNICIPAL JOSE BATISTA DE OLIVEIRA;Municipal;;;;;;
Fortaleza;23234423;ESCOLA MUNICIPAL MARIA DE CARVALHO MARTINS;Municipal;;;;;;
Fortaleza;23234440;ESCOLA MUNICIPAL DE TEMPO INTEGRAL FRANCISCA FERNANDES MAGALHAES;Municipal;;;;;;
Fortaleza;23235080;ESCOLA MUNICIPAL PROFESSOR JOSE MARIA MOREIRA CAMPOS;Municipal;100.0;0.0;0.0;0.0;0.0;100.0
Fortaleza;23235128;ESCOLA MUNICIPAL ISABEL FERREIRA;Municipal;;;;;;
Fortaleza;23235365;ESCOLA MUNICIPAL PROFESSORA VANIA MARIA NEVES FACO BARROS;Municipal;;;;;;
Fortaleza;23235373;ESCOLA MUNICIPAL JOAO SARAIVA LEAO;Municipal;;;;;;
Fortaleza;23242469;ESCOLA MUNICIPAL CATARINA LIMA DA SILVA;Municipal;75.7;0.0;0.0;5.4;18.9;76.78
Fortaleza;23242710;ESCOLA MUNICIPAL SANTA TEREZINHA;Municipal;;;;;;
Fortaleza;23244283;ESCOLA MUNICIPAL PROFESSOR JOSE CIRIO PEREIRA FILHO;Municipal;;;;;;
Fortaleza;23244291;ESCOLA MUNICIPAL MANOELITO GUIMARAES DOMINGUES;Municipal;;;;;;
Fortaleza;23244305;ESCOLA MUNICIPAL JOSE ALCIDES PINTO;Municipal;83.9;1.6;9.5;0.0;5.0;89.93
Fortaleza;23244976;ESCOLA MUNICIPAL IRMA GIULIANA GALLI;Municipal;;;;;;
Fortaleza;23245182;ESCOLA MUNICIPAL JORNALISTA DEMOCRITO DUMMAR;Municipal;;;;;;
Fortaleza;23245212;ESCOLA MUNICIPAL JOSE NAURI BRAGA;Municipal;;;;;;
Fortaleza;23245379;ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA;Municipal;;;;;;
Fortaleza;23250275;ESCOLA MUNICIPAL FREI AGOSTINHO FERNANDES;Municipal;;;;;;
Fortaleza;23250429;ESCOLA MUNICIPAL JOSE BARROS DE ALENCAR;Municipal;;;;;;
Fortaleza;23250550;ESCOLA MUNICIPAL FRANCISCO ANDRADE TEOFILO GIRAO;Municipal;94.9;0.0;5.1;0.0;0.0;97.45
Fortaleza;23250623;ESCOLA MUNICIPAL CESAR CALS DE OLIVEIRA NETO;Municipal;;;;;;
Fortaleza;23250631;ESCOLA MUNICIPAL PROFESSOR ERNESTO GURGEL;Municipal;97.3;0.0;0.0;2.7;0.0;97.84
Fortaleza;23250666;ESCOLA MUNICIPAL RAIMUNDO DE MOURA MATOS;Municipal;;;;;;
Fortaleza;23255641;ESCOLA MUNICIPAL MANOEL RODRIGUES;Municipal;88.6;0.0;11.4;0.0;0.0;94.3
Fortaleza;23255668;ESCOLA MUNICIPAL DOM ANTONIO BATISTA DE FRAGOSO;Municipal;93.9;0.0;6.1;0.0;0.0;96.95
Fortaleza;23255749;ESCOLA MUNICIPAL JESUS CRISTO;Municipal;;;;;;
Fortaleza;23255854;ESCOLA MUNICIPAL MARIA DALVA SEVERINO MARREIRO;Municipal;;;;;;
Fortaleza;23255889;ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO;Municipal;95.2;0.0;3.0;0.0;1.8;96.7
Fortaleza;23255951;ESCOLA MUNICIPAL RAIMUNDO DE SOUSA MANGUEIRA;Municipal;;;;;;
Fortaleza;23255960;ESCOLA MUNICIPAL RACHEL DE QUEIROZ;Municipal;;;;;;
Fortaleza;23256001;ESCOLA MUNICIPAL LIONS CLUBE FORTALEZA FATIMA;Municipal;;;;;;
Fortaleza;23256036;ESCOLA MUNICIPAL JADER DE FIGUEIREDO CORREIA;Municipal;;;;;;
Fortaleza;23256044;ESCOLA MUNICIPAL VIRGILIO TAVORA;Municipal;;;;;;
Fortaleza;23256060;ESCOLA MUNICIPAL SAO JOSE;Municipal;91.2;0.0;8.8;0.0;0.0;95.60000000000001
Fortaleza;23256460;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO FERREIRA VIRINO;Municipal;;;;;;
Fortaleza;23256478;ESCOLA MUNICIPAL JOSE SOBREIRA DE AMORIM;Municipal;;;;;;
Fortaleza;23256486;ESCOLA MUNICIPAL PADRE FELICE PISTONE;Municipal;;;;;;
Fortaleza;23256559;ESCOLA MUNICIPAL PROFESSORA JOSEFINA PARENTE DE ARAUJO;Municipal;;;;;;
Fortaleza;23256591;ESCOLA MUNICIPAL MARIA DE LOURDES;Municipal;;;;;;
Fortaleza;23256605;ESCOLA MUNICIPAL PROFESSORA BERNADETE ORIA DE OLIVEIRA;Municipal;;;;;;
Fortaleza;23256656;ESCOLA MUNICIPAL SAGRADO CORACAO;Municipal;;;;;;
Fortaleza;23256699;ESCOLA MUNICIPAL MANOEL MALVEIRA MAIA;Municipal;;;;;;
Fortaleza;23256737;ESCOLA MUNICIPAL NOVO RENASCER;Municipal;;;;;;
Fortaleza;23256761;ESCOLA MUNICIPAL RAIMUNDO MOREIRA SENA;Municipal;91.1;0.0;8.9;0.0;0.0;95.55
Fortaleza;23256796;ESCOLA MUNICIPAL JOSE CARLOS MATOS;Municipal;;;;;;
Fortaleza;23256850;ESCOLA MUNICIPAL ANDRE LUIS;Municipal;;;;;;
Fortaleza;23256907;ESCOLA MUNICIPAL ULISSES GUIMARAES;Municipal;;;;;;
Fortaleza;23256915;ESCOLA MUNICIPAL SANTA ISABEL;Municipal;;;;;;
Fortaleza;23256923;ESCOLA MUNICIPAL FLORIVAL ALVES SERAINE;Municipal;;;;;;
Fortaleza;23256966;ESCOLA MUNICIPAL IRMA ROCHA;Municipal;;;;;;
Fortaleza;23256990;ESCOLA MUNICIPAL ROSA AMARO CAVALCANTE;Municipal;;;;;;
Fortaleza;23257059;ESCOLA MUNICIPAL PROFESSORA IRENE DE SOUZA PEREIRA;Municipal;100.0;0.0;0.0;0.0;0.0;100.0
Fortaleza;23257075;ESCOLA MUNICIPAL SAO CARLOS;Municipal;;;;;;
Fortaleza;23257105;ESCOLA MUNICIPAL HILZA DIOGO CALS;Municipal;;;;;;
Fortaleza;23257172;ESCOLA MUNICIPAL JOAO FREDERICO FERREIRA GOMES;Municipal;;;;;;
Fortaleza;23257202;ESCOLA MUNICIPAL JOAO PAULO II;Municipal;;;;;;
Fortaleza;23257237;ESCOLA MUNICIPAL MURILO SERPA;Municipal;;;;;;
Fortaleza;23257300;ESCOLA MUNICIPAL MARIA BEZERRA QUEVEDO;Municipal;;;;;;
Fortaleza;23257334;ESCOLA MUNICIPAL TEREZA D ANA;Municipal;;;;;;
Fortaleza;23257342;ESCOLA MUNICIPAL REITOR ANTONIO MARTINS FILHO;Municipal;;;;;;
Fortaleza;23257369;ESCOLA MUNICIPAL GODOFREDO DE CASTRO FILHO;Municipal;78.7;0.0;9.4;0.8;11.1;83.56
Fortaleza;23257393;ESCOLA MUNICIPAL NOSSA SENHORA DO SAGRADO CORACAO;Municipal;;;;;;
Fortaleza;23257440;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;Municipal;;;;;;
Fortaleza;23257482;ESCOLA MUNICIPAL JOSE CARLOS DE PINHO;Municipal;;;;;;
Fortaleza;23257520;ESCOLA MUNICIPAL MINHA VIDA MEUS AMORES;Municipal;;;;;;
Fortaleza;23257644;ESCOLA MUNICIPAL MARIA CARDOSO;Municipal;;;;;;
Fortaleza;23257652;ESCOLA MUNICIPAL TOMAZ MUNIZ;Municipal;;;;;;
Fortaleza;23257679;ESCOLA MUNICIPAL GEISA FIRMO GONCALVES;Municipal;;;;;;
Fortaleza;23257695;ESCOLA MUNICIPAL SANTA LUZIA;Municipal;;;;;;
Fortaleza;23257725;ESCOLA MUNICIPAL PADRE CICERO ROMAO BATISTA;Municipal;;;;;;
Fortaleza;23257750;ESCOLA MUNICIPAL SAO RAIMUNDO;Municipal;;;;;;
Fortaleza;23257873;ESCOLA MUNICIPAL FRANCISCO EDILSON PINHEIRO;Municipal;;;;;;
Fortaleza;23257881;ESCOLA MUNICIPAL MARIA MARIZA MENDES DE CARVALHO;Municipal;;;;;;
Fortaleza;23259418;ESCOLA MUNICIPAL 11 DE AGOSTO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0
Fortaleza;23259540;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EDGAR LINHARES LIMA;Municipal;94.6;0.0;5.4;0.0;0.0;97.3
Fortaleza;23259558;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA MARIA JOSE FERREIRA GOMES;Municipal;68.8;0.0;0.0;0.0;31.2;68.8
Fortaleza;23259566;ESCOLA MUNICIPAL DE TEMPO INTEGRAL EDUCACAO BILINGUE FRANCISCO SUDERLAND BASTOS MOTA;Municipal;;;;;;
Fortaleza;23262605;ESCOLA MUNICIPAL HAROLDO JORGE BRAUN VIEIRA;Municipal;96.0;0.0;4.0;0.0;0.0;98.0
Fortaleza;23262613;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DO SOCORRO ALVES CARNEIRO;Municipal;93.8;0.0;6.2;0.0;0.0;96.89999999999999
Fortaleza;23263040;ESCOLA MUNICIPAL PROFESSOR GERARDO MILTON DE SA;Municipal;92.4;7.6;0.0;0.0;0.0;98.48
Fortaleza;23263075;ESCOLA MUNICIPAL PROFESSOR CLODOMIR TEOFILO GIRAO;Municipal;;;;;;
Fortaleza;23263113;ESCOLA MUNICIPAL DOUTOR SERVULO MENDES BARROSO;Municipal;;;;;;
Fortaleza;23263121;ESCOLA MUNICIPAL MARIA DOLORES PETROLA DE MELO JORGE;Municipal;;;;;;
Fortaleza;23263130;ESCOLA MUNICIPAL JOAO HILDO DE CARVALHO FURTADO;Municipal;88.8;0.0;9.5;0.0;1.7;93.55
Fortaleza;23263148;ESCOLA MUNICIPAL ALAIDE AUGUSTO DE OLIVEIRA;Municipal;;;;;;
Fortaleza;23263296;ESCOLA MUNICIPAL AGOSTINHO MOREIRA E SILVA;Municipal;;;;;;
Fortaleza;23263318;ESCOLA MUNICIPAL REITOR PEDRO TEIXEIRA BARROSO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0
Fortaleza;23263326;ESCOLA MUNICIPAL LORHAN MARQUES MEDEIROS;Municipal;;;;;;
Fortaleza;23263334;ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHAES;Municipal;;;;;;
Fortaleza;23264144;ESCOLA MUNICIPAL ALDEIDES REGIS;Municipal;;;;;;
Fortaleza;23264152;ESCOLA MUNICIPAL PROFESSORA MARIA ODNILRA CRUZ MOREIRA;Municipal;;;;;;
Fortaleza;23264160;ESCOLA MUNICIPAL JOAO NUNES PINHEIRO;Municipal;;;;;;
Fortaleza;23264179;ESCOLA MUNICIPAL ADALBERTO STUDART FILHO;Municipal;;;;;;
Fortaleza;23264187;ESCOLA MUNICIPAL PROFESSOR EDILSON BRASIL SOAREZ;Municipal;90.2;0.0;0.0;0.0;9.8;90.2
Fortaleza;23264209;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;Municipal;94.5;0.0;0.6;0.0;4.9;94.8
Fortaleza;23264780;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOSE JULIO DA PONTE;Municipal;92.5;7.5;0.0;0.0;0.0;98.5
Fortaleza;23264799;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ALEXANDRE RODRIGUES DE ALBUQUERQUE;Municipal;77.1;0.0;12.5;0.0;10.4;83.35
Fortaleza;23264810;ESCOLA MUNICIPAL DE TEMPO INTEGRAL AMBIENTAL DRA FRANCISCA DE ASSIS CANITO DA FROTA;Municipal;;;;;;
Fortaleza;23269170;ESCOLA MUNICIPAL SAO RAFAEL;Municipal;82.5;0.0;17.5;0.0;0.0;91.25
Fortaleza;23270560;ESCOLA MUNICIPAL MARIA ALICE;Municipal;;;;;;
Fortaleza;23270675;ESCOLA MUNICIPAL JOSE CARLOS DA COSTA RIBEIRO;Municipal;82.0;0.0;12.0;6.0;0.0;89.2
Fortaleza;23271493;ESCOLA MUNICIPAL DE TEMPO INTEGRAL NOSSA SENHORA DE FATIMA;Municipal;83.5;0.0;0.0;5.8;10.7;84.66
Fortaleza;23271507;ESCOLA MUNICIPAL DOIS DE DEZEMBRO;Municipal;;;;;;
Fortaleza;23271531;ESCOLA MUNICIPAL MANOEL CAETANO DE SOUZA;Municipal;;;;;;
Fortaleza;23271540;ESCOLA MUNICIPAL CRESCER E APRENDER;Municipal;;;;;;
Fortaleza;23272007;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA ODETE DA SILVA COLARES;Municipal;89.9;0.0;10.1;0.0;0.0;94.95
Fortaleza;23272694;ESCOLA MUNICIPAL DELMA HERMINIA DA SILVA PEREIRA;Municipal;79.5;0.0;7.8;0.0;12.7;83.4
Fortaleza;23272708;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARVALHO;Municipal;96.3;0.0;3.7;0.0;0.0;98.14999999999999
Fortaleza;23272716;ESCOLA MUNICIPAL PATATIVA DO ASSARE;Municipal;;;;;;
Fortaleza;23272724;ESCOLA MUNICIPAL SANTOS DUMONT;Municipal;87.0;0.0;0.0;0.0;13.0;87.0
Fortaleza;23272732;ESCOLA MUNICIPAL DEPUTADO GERONCIO BEZERRA;Municipal;;;;;;
Fortaleza;23272740;ESCOLA MUNICIPAL 15 DE OUTUBRO;Municipal;;;;;;
Fortaleza;23272759;ESCOLA MUNICIPAL JOAO PAULO I;Municipal;;;;;;
Fortaleza;23273747;ESCOLA MUNICIPAL DE TEMPO INTEGRAL HILDETE BRASIL DE SA CAVALCANTE;Municipal;100.0;0.0;0.0;0.0;0.0;100.0
Fortaleza;23273755;ESCOLA MUNICIPAL NELSON MANDELA;Municipal;96.8;0.0;0.5;0.0;2.7;97.05
Fortaleza;23273763;ESCOLA MUNICIPAL FRANCISCA ORIA SERPA - UNID II;Municipal;95.6;0.0;4.4;0.0;0.0;97.8
Fortaleza;23274034;ESCOLA MUNICIPAL JOHNSON;Municipal;89.0;0.0;11.0;0.0;0.0;94.5
Fortaleza;23274930;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR PRISCO BEZERRA;Municipal;77.0;2.6;0.0;0.0;20.4;79.08
Fortaleza;23275006;ESCOLA MUNICIPAL DE TEMPO INTEGRAL LEONEL DE MOURA BRIZOLA;Municipal;84.2;0.0;0.0;0.0;15.8;84.2
Fortaleza;23275146;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EXPEDITO PARENTE;Municipal;63.8;0.0;3.4;0.0;32.8;65.5
Fortaleza;23275154;ESCOLA MUNICIPAL DE TEMPO INTEGRAL LAIS RODRIGUES DE ALMEIDA;Municipal;98.1;0.0;1.9;0.0;0.0;99.05
Fortaleza;23277238;ESCOLA MUNICIPAL DE TEMPO INTEGRAL DEPUTADO ROBERTO MESQUITA;Municipal;79.8;5.3;0.0;0.0;14.9;84.03999999999999
Fortaleza;23277246;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DA HORA;Municipal;62.1;0.0;12.1;2.6;23.2;68.67
Fortaleza;23277408;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR AGERSON TABOSA PINTO;Municipal;93.8;6.2;0.0;0.0;0.0;98.75999999999999
Fortaleza;23277564;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE AROLDO CAVALCANTE MOTA;Municipal;95.7;0.0;4.3;0.0;0.0;97.85000000000001
Fortaleza;23277572;ESCOLA MUNICIPAL PROFESSOR ASTHON GUILHERME DA SILVA;Municipal;87.6;0.0;3.1;0.0;9.3;89.14999999999999
Fortaleza;23279109;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PASTOR FLORENCIO NUNES NETO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0
Fortaleza;23279320;ESCOLA MUNICIPAL PROFESSOR NOBERTO NOGUEIRA ALVES;Municipal;89.7;0.0;10.3;0.0;0.0;94.85000000000001
Fortaleza;23279621;ESCOLA MUNICIPAL DE TEMPO INTEGRAL VEREADOR ALBERTO GOMES DE QUEIROZ;Municipal;82.9;0.0;2.9;0.0;14.2;84.35000000000001
Fortaleza;23280689;ESCOLA MUNICIPAL DE TEMPO INTEGRAL REITOR ROBERTO CLAUDIO FROTA BEZERRA;Municipal;100.0;0.0;0.0;0.0;0.0;100.0
Fortaleza;23280697;ESCOLA MUNICIPAL ROSA DA FONSECA;Municipal;89.4;0.0;8.5;0.0;2.1;93.65
Fortaleza;23280700;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARLOS DE OLIVEIRA NETO;Municipal;89.8;4.9;2.3;0.0;3.0;94.87
Fortaleza;23302615;ESCOLA MUNICIPAL NARCISO PESSOA DE ARAUJO;Municipal;66.5;8.8;5.9;9.4;9.4;78.37
Fortaleza;23304812;ESCOLA MUNICIPAL PROFESSOR JOSE FERREIRA DE ALENCAR;Municipal;;;;;;
Fortaleza;23311614;ESCOLA MUNICIPAL TERTULIANO CAMBRAIA;Municipal;;;;;;
Fortaleza;23323469;ESCOLA MUNICIPAL PROFESSORA RAIMUNDA FELIX DE ALCANTARA;Municipal;81.6;0.0;0.0;0.0;18.4;81.6
Fortaleza;23324244;ESCOLA MUNICIPAL DE TEMPO INTEGRAL CAROLINO SUCUPIRA;Municipal;;;;;;
Fortaleza;23324252;ESCOLA MUNICIPAL INFANTE ROSALINA RODRIGUES;Municipal;;;;;;
Fortaleza;23324260;ESCOLA MUNICIPAL JORNALISTA JOSE BLANCHARD GIRAO DA SILVA;Municipal;;;;;;
Fortaleza;23324279;ESCOLA MUNICIPAL PROFESSORA MARIA ANTONEZIA MEIRELES E SA;Municipal;99.2;0.0;0.8;0.0;0.0;99.60000000000001
Fortaleza;23325216;ESCOLA MUNICIPAL PROFESSOR MANUEL EDUARDO PINHEIRO CAMPOS;Municipal;76.8;0.0;4.2;1.4;17.6;79.17999999999999
Fortaleza;23325224;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE MACARIO COELHO;Municipal;80.6;0.0;1.0;0.0;18.4;81.1
Fortaleza;23330015;ESCOLA MUNICIPAL MARIA MARQUES CEDRO;Municipal;;;;;;
Fortaleza;23331615;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOAQUIM FRANCISCO DE SOUSA FILHO;Municipal;92.8;5.2;2.0;0.0;0.0;97.96
Fortaleza;23445645;ESCOLA MUNICIPAL PROFESSORA ANTONIA MARIA DE LIMA;Municipal;;;;;;
Fortaleza;23529989;ESCOLA MUNICIPAL DE TEMPO INTEGRAL ALDEMIR MARTINS;Municipal;95.0;0.0;0.0;5.0;0.0;96.0
Fortaleza;23546018;ESCOLA MUNICIPAL JOAO NOGUEIRA JUCA;Municipal;;;;;;
Fortaleza;23546026;ESCOLA MUNICIPAL BERGSON GURJAO FARIAS;Municipal;;;;;;
Fortaleza;23546999;ESCOLA MUNICIPAL PAULO SERGIO DE SOUSA LIRA;Municipal;;;;;;
Fortaleza;23547987;ESCOLA MUNICIPAL SECRETARIO PAULO PETROLA;Municipal;100.0;0.0;0.0;0.0;0.0;100.0
Fortaleza;23547995;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;Municipal;98.3;0.0;1.7;0.0;0.0;99.14999999999999
