ID_ESCOLA;NO_ESCOLA;REDE;RENDIMENTO_2023;SAEB_MAT_2023;SAEB_PORT_2023;SAEB_MEDIA_2023;IDEB_2023;INSE_2023;N_ALUNOS_INSE;INSE_CLASSIFICACAO;TDI_2023;IED_2023;Nome do Município;Nome da Escola;Dependęncia Administrativa;G1;G2;G3;G4;G5;AFD_2023;DSU_2023;IRD_2023;ATU_2023;HAD_2023;ICG_2023;TNR_2023;SPAECE_PORT_2023;SPAECE_MAT_2023;SPAECE_MEDIA_2023;INF_2023;ATU_CENSO_2023;PCB_2023;PCH_2023
23257059;ESCOLA MUNICIPAL PROFESSORA IRENE DE SOUZA PEREIRA;Municipal;0.975601;244.64;258.09;5.0455;4.9;4.53;176;Nível IV;12.3;415.7000000000001;Fortaleza;ESCOLA MUNICIPAL PROFESSORA IRENE DE SOUZA PEREIRA;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;3.101526;34.3;6.9;3;2.8;249.388761422384;234.978671558069;242.1837164902265;10.0;32.45;13.80952380952381;51.61787365177196
23257369;ESCOLA MUNICIPAL GODOFREDO DE CASTRO FILHO;Municipal;0.978652;249.86;263.2;5.217667;5.1;4.38;194;Nível III;8.1;400.0;Fortaleza;ESCOLA MUNICIPAL GODOFREDO DE CASTRO FILHO;Municipal;78.7;0.0;9.4;0.8;11.1;83.56;90.5;2.92074;35.7;6.9;6;0.2;260.85436838254;242.566643847143;251.7105061148415;10.0;25.78;9.357798165137616;49.88363072148952
23259418;ESCOLA MUNICIPAL 11 DE AGOSTO;Municipal;0.994666;251.04;264.67;5.261833;5.2;4.53;231;Nível IV;23.3;367.00000000000006;Fortaleza;ESCOLA MUNICIPAL 11 DE AGOSTO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;2.733439;30.7;6.5;3;0.6;263.009152966487;244.349839567019;253.679496266753;11.0;28.59375;9.497206703910614;53.44262295081968
23259540;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EDGAR LINHARES LIMA;Municipal;0.996973;265.25;263.87;5.485333;5.5;4.75;109;Nível IV;6.8;299.90000000000003;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EDGAR LINHARES LIMA;Municipal;94.6;0.0;5.4;0.0;0.0;97.3;100.0;2.690217;32.1;10.0;2;2.3;262.82817487231;258.388730416969;260.6084526446395;10.0;32.083333333333336;17.582417582417584;53.24675324675325
23259558;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA MARIA JOSE FERREIRA GOMES;Municipal;1.0;278.19;275.61;5.896667;5.9;4.86;113;Nível IV;2.7;272.20000000000005;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA MARIA JOSE FERREIRA GOMES;Municipal;68.8;0.0;0.0;0.0;31.2;68.8;61.1;1.71972;37.0;10.0;2;1.6;276.522614319995;259.701486348025;268.11205033401;10.0;37.0;9.96309963099631;45.27027027027027
23262613;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DO SOCORRO ALVES CARNEIRO;Municipal;0.997735;262.41;274.95;5.622667;5.6;4.83;117;Nível IV;6.3;310.6;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DO SOCORRO ALVES CARNEIRO;Municipal;93.8;0.0;6.2;0.0;0.0;96.9;100.0;2.357337;36.8;10.0;2;1.8;274.560298618664;260.053619999014;267.306959308839;11.0;36.75;24.363636363636363;52.60770975056689
23263130;ESCOLA MUNICIPAL JOAO HILDO DE CARVALHO FURTADO;Municipal;1.0;248.54;257.23;5.096167;5.1;4.57;280;Nível IV;9.0;407.4;Fortaleza;ESCOLA MUNICIPAL JOAO HILDO DE CARVALHO FURTADO;Municipal;88.8;0.0;9.5;0.0;1.7;93.55;96.2;2.881405;32.6;6.4;6;1.7;255.898205366792;246.050746409329;250.9744758880605;9.0;27.133333333333333;12.446958981612449;50.61425061425061
23263318;ESCOLA MUNICIPAL REITOR PEDRO TEIXEIRA BARROSO;Municipal;0.995472;250.38;271.9;5.371333;5.3;4.6;209;Nível IV;13.8;408.6;Fortaleza;ESCOLA MUNICIPAL REITOR PEDRO TEIXEIRA BARROSO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;2.862634;35.3;6.8;3;0.7;264.786102468575;240.267842595549;252.526972532062;8.0;35.25;13.063063063063062;52.4822695035461
23264187;ESCOLA MUNICIPAL PROFESSOR EDILSON BRASIL SOAREZ;Municipal;0.991162;238.92;253.6;4.875333;4.8;4.41;143;Nível III;6.5;392.3;Fortaleza;ESCOLA MUNICIPAL PROFESSOR EDILSON BRASIL SOAREZ;Municipal;90.2;0.0;0.0;0.0;9.8;90.2;92.3;2.344577;34.2;6.8;4;0.3;246.732095265143;227.571146176105;237.151620720624;10.0;25.3125;13.052208835341366;49.01234567901235
23264209;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;Municipal;0.993228;257.36;270.15;5.4585;5.4;4.8;148;Nível IV;15.2;383.7;Fortaleza;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;Municipal;94.5;0.0;0.6;0.0;4.9;94.8;93.5;2.627181;33.1;6.7;6;0.0;265.112461937907;248.644158968832;256.8783104533695;11.0;25.82926829268293;12.895927601809955;49.66949952785647
23264780;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOSE JULIO DA PONTE;Municipal;1.0;283.85;286.5;6.1725;6.2;4.72;74;Nível IV;3.6;329.5;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOSE JULIO DA PONTE;Municipal;92.5;7.5;0.0;0.0;0.0;98.5;100.0;2.78028;34.9;10.0;2;3.3;286.907759654013;274.023125047683;280.465442350848;10.0;34.875;21.951219512195124;50.179211469534046
23264799;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ALEXANDRE RODRIGUES DE ALBUQUERQUE;Municipal;1.0;288.1;296.47;6.4095;6.4;4.62;115;Nível IV;5.0;288.90000000000003;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ALEXANDRE RODRIGUES DE ALBUQUERQUE;Municipal;77.1;0.0;12.5;0.0;10.4;83.35;88.9;2.109438;36.3;10.0;2;0.7;288.140420234841;282.705003073987;285.422711654414;11.0;36.333333333333336;8.55614973262032;52.752293577981646
23269170;ESCOLA MUNICIPAL SAO RAFAEL;Municipal;0.99285;237.88;235.32;4.553333;4.5;4.66;67;Nível IV;15.0;386.3;Fortaleza;ESCOLA MUNICIPAL SAO RAFAEL;Municipal;82.5;0.0;17.5;0.0;0.0;91.25;100.0;2.166149;29.8;6.3;4;0.0;259.590549286102;247.951424799145;253.7709870426235;10.0;22.115384615384617;17.843866171003718;54.434782608695656
23270675;ESCOLA MUNICIPAL JOSE CARLOS DA COSTA RIBEIRO;Municipal;0.9882;247.08;261.66;5.145667;5.1;4.35;217;Nível III;11.8;399.9;Fortaleza;ESCOLA MUNICIPAL JOSE CARLOS DA COSTA RIBEIRO;Municipal;82.0;0.0;12.0;6.0;0.0;89.2;100.0;2.989227;34.4;7.0;4;1.0;260.960381533566;236.568466693874;248.76442411372;9.0;28.12903225806452;7.317073170731707;50.11467889908256
23271493;ESCOLA MUNICIPAL DE TEMPO INTEGRAL NOSSA SENHORA DE FATIMA;Municipal;0.995181;267.06;274.25;5.6885;5.7;4.73;101;Nível IV;4.5;309.6;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL NOSSA SENHORA DE FATIMA;Municipal;83.5;0.0;0.0;5.8;10.7;84.66;90.5;2.33666;35.3;10.0;2;2.1;272.000642534377;259.904443727977;265.952543131177;11.0;35.333333333333336;22.807017543859647;50.70754716981132
23272007;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA ODETE DA SILVA COLARES;Municipal;0.995181;271.49;276.55;5.800667;5.8;4.92;143;Nível IV;1.9;300.0;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA ODETE DA SILVA COLARES;Municipal;89.9;0.0;10.1;0.0;0.0;94.95;100.0;2.336679;34.8;10.0;2;1.2;274.08410436607;257.015059307083;265.5495818365765;11.0;34.833333333333336;9.933774834437086;44.97607655502392
23272694;ESCOLA MUNICIPAL DELMA HERMINIA DA SILVA PEREIRA;Municipal;0.968142;226.44;234.68;4.352;4.2;4.36;144;Nível III;28.1;391.0;Fortaleza;ESCOLA MUNICIPAL DELMA HERMINIA DA SILVA PEREIRA;Municipal;79.5;0.0;7.8;0.0;12.7;83.4;88.2;2.205154;28.8;6.9;3;1.6;240.678922887928;225.897176197576;233.288049542752;9.0;28.8;7.380952380952381;47.22222222222222
23272708;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARVALHO;Municipal;0.95401;281.94;288.48;6.173667;5.9;4.64;92;Nível IV;9.3;333.4;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARVALHO;Municipal;96.3;0.0;3.7;0.0;0.0;98.15;100.0;2.521418;31.2;10.0;2;1.2;280.850178290404;273.29804271128;277.07411050084204;10.0;31.181818181818183;12.048192771084338;51.31195335276968
23272724;ESCOLA MUNICIPAL SANTOS DUMONT;Municipal;0.996973;243.18;252.82;4.933333;4.9;4.64;272;Nível IV;8.9;396.7;Fortaleza;ESCOLA MUNICIPAL SANTOS DUMONT;Municipal;87.0;0.0;0.0;0.0;13.0;87.0;90.3;3.007314;34.5;6.6;4;1.4;258.34524837271;241.155156540193;249.7502024564515;10.0;26.97872340425532;11.395348837209305;51.65615141955836
23273747;ESCOLA MUNICIPAL DE TEMPO INTEGRAL HILDETE BRASIL DE SA CAVALCANTE;Municipal;0.997227;261.85;271.22;5.551167;5.5;4.9;107;Nível IV;12.8;289.5;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL HILDETE BRASIL DE SA CAVALCANTE;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;1.431067;35.1;10.0;2;2.2;270.762399206825;258.913855836626;264.8381275217255;10.0;35.083333333333336;14.545454545454543;50.3562945368171
23273755;ESCOLA MUNICIPAL NELSON MANDELA;Municipal;0.996991;255.95;266.24;5.369833;5.4;4.68;157;Nível IV;15.5;387.6;Fortaleza;ESCOLA MUNICIPAL NELSON MANDELA;Municipal;96.8;0.0;0.5;0.0;2.7;97.05;93.8;3.033126;37.5;6.9;3;1.3;270.064272314968;251.896870744517;260.9805715297425;9.0;37.5;10.997442455242968;51.33333333333333
23273763;ESCOLA MUNICIPAL FRANCISCA ORIA SERPA - UNID II;Municipal;0.978723;239.02;248.04;4.784333;4.7;4.42;200;Nível III;10.2;396.0;Fortaleza;ESCOLA MUNICIPAL FRANCISCA ORIA SERPA - UNID II;Municipal;95.6;0.0;4.4;0.0;0.0;97.8;100.0;1.689391;34.8;7.0;3;3.8;246.140561845418;232.80432812475;239.472444985084;9.0;27.466666666666665;7.865168539325842;50.48543689320388
23274034;ESCOLA MUNICIPAL JOHNSON;Municipal;0.993984;263.57;273.48;5.6175;5.6;4.71;237;Nível IV;14.1;384.1;Fortaleza;ESCOLA MUNICIPAL JOHNSON;Municipal;89.0;0.0;11.0;0.0;0.0;94.5;100.0;2.891406;38.0;6.2;3;0.6;269.530231080065;251.185096874726;260.35766397739553;8.0;37.95454545454545;13.993174061433448;48.622754491017965
23274930;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR PRISCO BEZERRA;Municipal;0.998241;282.35;291.38;6.228833;6.2;4.99;161;Nível IV;4.1;316.70000000000005;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR PRISCO BEZERRA;Municipal;77.0;2.6;0.0;0.0;20.4;79.08;83.3;;38.1;10.0;2;2.1;277.482695618995;265.847530014469;271.665112816732;11.0;38.0625;16.143497757847534;45.97701149425287
23275006;ESCOLA MUNICIPAL DE TEMPO INTEGRAL LEONEL DE MOURA BRIZOLA;Municipal;1.0;283.33;297.63;6.349333;6.3;4.87;112;Nível IV;0.9;322.49999999999994;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL LEONEL DE MOURA BRIZOLA;Municipal;84.2;0.0;0.0;0.0;15.8;84.2;86.4;;36.7;10.0;2;1.4;294.787734261707;272.336942127041;283.562338194374;11.0;36.66666666666666;12.82051282051282;46.36363636363636
23275146;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EXPEDITO PARENTE;Municipal;0.988187;272.59;282.05;5.910667;5.8;4.99;137;Nível IV;5.5;321.3;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EXPEDITO PARENTE;Municipal;63.8;0.0;3.4;0.0;32.8;65.5;73.9;;32.1;10.0;2;1.1;285.81757521481;265.897328773105;275.8574519939575;10.0;32.083333333333336;9.205020920502092;48.83116883116883
23275154;ESCOLA MUNICIPAL DE TEMPO INTEGRAL LAIS RODRIGUES DE ALMEIDA;Municipal;1.0;250.74;264.56;5.255;5.3;4.65;149;Nível IV;10.3;283.4;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL LAIS RODRIGUES DE ALMEIDA;Municipal;98.1;0.0;1.9;0.0;0.0;99.05;100.0;;36.3;10.0;2;1.4;264.75631121952;248.220539942861;256.4884255811905;11.0;36.333333333333336;8.092485549132949;45.87155963302752
23277238;ESCOLA MUNICIPAL DE TEMPO INTEGRAL DEPUTADO ROBERTO MESQUITA;Municipal;0.987069;295.31;296.19;6.525;6.4;4.69;107;Nível IV;10.0;290.0;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL DEPUTADO ROBERTO MESQUITA;Municipal;79.8;5.3;0.0;0.0;14.9;84.03999999999999;85.0;;34.3;10.0;2;1.0;294.51503256327;306.687346104676;300.601189333973;11.0;34.25;18.86120996441281;50.36496350364964
23277246;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DA HORA;Municipal;0.995181;257.98;265.68;5.394333;5.4;4.64;109;Nível IV;6.6;320.90000000000003;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DA HORA;Municipal;62.1;0.0;12.1;2.6;23.2;68.67;83.3;;36.8;10.0;2;0.7;269.216351293469;251.563284056811;260.38981767514;11.0;36.833333333333336;8.620689655172415;47.963800904977376
23277408;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR AGERSON TABOSA PINTO;Municipal;1.0;236.38;243.41;4.663167;4.7;4.71;107;Nível IV;10.1;284.20000000000005;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR AGERSON TABOSA PINTO;Municipal;93.8;6.2;0.0;0.0;0.0;98.76;100.0;;33.8;10.0;2;1.7;255.558507320268;242.365680121259;248.9620937207635;10.0;33.833333333333336;13.716814159292037;48.76847290640394
23277564;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE AROLDO CAVALCANTE MOTA;Municipal;0.995438;254.14;260.66;5.246667;5.2;4.71;110;Nível IV;10.3;347.7;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE AROLDO CAVALCANTE MOTA;Municipal;95.7;0.0;4.3;0.0;0.0;97.85;100.0;;37.1;10.0;2;1.1;265.846992356762;247.633639674946;256.740316015854;11.0;37.083333333333336;22.181818181818183;48.08988764044943
23277572;ESCOLA MUNICIPAL PROFESSOR ASTHON GUILHERME DA SILVA;Municipal;0.989873;247.35;266.15;5.225;5.2;4.5;136;Nível III;11.4;405.8;Fortaleza;ESCOLA MUNICIPAL PROFESSOR ASTHON GUILHERME DA SILVA;Municipal;87.6;0.0;3.1;0.0;9.3;89.14999999999999;94.4;;35.8;7.1;3;3.4;257.620952529524;240.339959160492;248.980455845008;11.0;30.791666666666668;6.722689075630252;51.0148849797023
23279109;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PASTOR FLORENCIO NUNES NETO;Municipal;0.997481;246.06;261.38;5.124;5.1;4.54;76;Nível IV;15.4;295.40000000000003;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PASTOR FLORENCIO NUNES NETO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;;35.7;10.0;2;1.9;247.504283306059;234.35408048854;240.9291818972995;10.0;35.666666666666664;13.537117903930133;54.4392523364486
23279320;ESCOLA MUNICIPAL PROFESSOR NOBERTO NOGUEIRA ALVES;Municipal;1.0;254.67;258.91;5.226333;5.2;4.59;109;Nível IV;7.3;400.0;Fortaleza;ESCOLA MUNICIPAL PROFESSOR NOBERTO NOGUEIRA ALVES;Municipal;89.7;0.0;10.3;0.0;0.0;94.85;100.0;;38.7;7.1;4;0.8;256.350796099486;236.132103565786;246.241449832636;10.0;26.97058823529412;13.333333333333334;50.81788440567067
23279621;ESCOLA MUNICIPAL DE TEMPO INTEGRAL VEREADOR ALBERTO GOMES DE QUEIROZ;Municipal;0.994722;240.0;251.9;4.865;4.8;4.42;102;Nível III;17.9;327.1;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL VEREADOR ALBERTO GOMES DE QUEIROZ;Municipal;82.9;0.0;2.9;0.0;14.2;84.35000000000001;90.9;;35.0;10.0;2;3.8;247.906168797601;235.267343899213;241.586756348407;11.0;35.0;11.538461538461538;53.57142857142857
23280689;ESCOLA MUNICIPAL DE TEMPO INTEGRAL REITOR ROBERTO CLAUDIO FROTA BEZERRA;Municipal;1.0;269.35;285.45;5.913333;5.9;4.64;113;Nível IV;12.7;309.6;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL REITOR ROBERTO CLAUDIO FROTA BEZERRA;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;;36.8;10.0;2;0.9;281.253496011223;255.434696765048;268.3440963881355;11.0;36.833333333333336;17.708333333333336;50.90497737556561
23280697;ESCOLA MUNICIPAL ROSA DA FONSECA;Municipal;0.97868;247.07;264.45;5.192;5.1;4.6;142;Nível IV;14.2;394.2000000000001;Fortaleza;ESCOLA MUNICIPAL ROSA DA FONSECA;Municipal;89.4;0.0;8.5;0.0;2.1;93.65;94.1;;37.4;7.0;4;1.3;264.219268048481;234.983970516662;249.6016192825715;11.0;24.536585365853657;9.404990403071018;51.192842942345926
23280700;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARLOS DE OLIVEIRA NETO;Municipal;0.978994;256.82;275.87;5.544833;5.4;4.51;223;Nível IV;18.3;375.8;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARLOS DE OLIVEIRA NETO;Municipal;89.8;4.9;2.3;0.0;3.0;94.87;95.7;;37.3;6.3;3;1.9;265.332115747525;246.66385150801;255.9979836277675;11.0;37.294117647058826;12.971698113207546;48.58044164037855
23302615;ESCOLA MUNICIPAL NARCISO PESSOA DE ARAUJO;Municipal;1.0;235.6;245.03;4.677167;4.7;4.41;158;Nível III;17.8;380.50000000000006;Fortaleza;ESCOLA MUNICIPAL NARCISO PESSOA DE ARAUJO;Municipal;66.5;8.8;5.9;9.4;9.4;78.37;88.5;1.897168;31.3;7.1;3;3.5;248.095242751096;233.292874857613;240.69405880435448;8.0;31.25;10.328638497652582;52.2
23324279;ESCOLA MUNICIPAL PROFESSORA MARIA ANTONEZIA MEIRELES E SA;Municipal;0.952699;249.53;265.39;5.248667;5.0;4.51;294;Nível IV;19.3;404.8;Fortaleza;ESCOLA MUNICIPAL PROFESSORA MARIA ANTONEZIA MEIRELES E SA;Municipal;99.2;0.0;0.8;0.0;0.0;99.6;100.0;2.888427;34.7;6.8;3;1.2;260.965123761834;239.325139468137;250.14513161498547;10.0;31.153846153846157;18.5595567867036;53.251028806584365
23325216;ESCOLA MUNICIPAL PROFESSOR MANUEL EDUARDO PINHEIRO CAMPOS;Municipal;0.994149;255.37;263.48;5.314167;5.3;4.56;157;Nível IV;7.7;400.1;Fortaleza;ESCOLA MUNICIPAL PROFESSOR MANUEL EDUARDO PINHEIRO CAMPOS;Municipal;76.8;0.0;4.2;1.4;17.6;79.17999999999999;83.3;3.145161;29.8;7.0;4;1.4;258.685730056708;246.813699557117;252.7497148069125;11.0;25.566666666666663;13.78299120234604;47.71838331160365
23325224;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE MACARIO COELHO;Municipal;0.991966;258.51;275.38;5.564833;5.5;4.57;201;Nível IV;17.3;395.4;Fortaleza;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE MACARIO COELHO;Municipal;80.6;0.0;1.0;0.0;18.4;81.1;88.4;2.684318;35.4;7.0;3;2.4;268.734449099874;248.444062843974;258.589255971924;10.0;35.36;4.793028322440087;49.7737556561086
23331615;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOAQUIM FRANCISCO DE SOUSA FILHO;Municipal;0.989123;287.4;290.75;6.3025;6.2;4.65;122;Nível IV;8.2;315.90000000000003;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOAQUIM FRANCISCO DE SOUSA FILHO;Municipal;92.8;5.2;2.0;0.0;0.0;97.96;100.0;3.035229;38.8;10.0;2;0.5;289.189857606508;278.07225068454;283.631054145524;11.0;38.81818181818182;11.055276381909549;54.56674473067916
23529989;ESCOLA MUNICIPAL DE TEMPO INTEGRAL ALDEMIR MARTINS;Municipal;0.995181;277.45;281.76;5.986833;6.0;4.85;74;Nível IV;1.5;305.0;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL ALDEMIR MARTINS;Municipal;95.0;0.0;0.0;5.0;0.0;96.0;100.0;2.538211;35.7;10.0;2;0.8;284.013294559646;264.059396080623;274.0363453201345;11.0;35.72727272727273;18.803418803418804;44.783715012722645
23547987;ESCOLA MUNICIPAL SECRETARIO PAULO PETROLA;Municipal;1.0;256.68;271.88;5.476;5.5;4.55;254;Nível IV;14.8;406.9;Fortaleza;ESCOLA MUNICIPAL SECRETARIO PAULO PETROLA;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;2.422289;36.0;6.9;4;0.9;270.158405451078;247.987961613893;259.0731835324855;11.0;32.56;5.158069883527454;51.96560196560197
23547995;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;Municipal;0.972936;254.94;265.23;5.336167;5.2;4.49;199;Nível III;14.5;379.6;Fortaleza;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;Municipal;98.3;0.0;1.7;0.0;0.0;99.15;100.0;2.545842;33.3;7.0;4;2.4;261.538979636022;249.276365564611;255.4076726003165;10.0;27.62162162162162;8.740359897172237;52.15264187866928
